3.59447e-70 1
5.52995e-69 1
1.01382e-67 1
1.38249e-64 1
1.70507e-60 1
1.10599e-48 1
1.47465e-48 1
3.31797e-48 1
8.29493e-47 1
7.8341e-46 1
5.06912e-44 1
9.21659e-44 1
1.33641e-43 1
1.98157e-42 1
3.17972e-42 1
3.41014e-40 1
1.42857e-32 1
6.91244e-31 1
1.8894e-30 1
2.07373e-30 1
2.07373e-30 1
2.90323e-30 1
5.52995e-30 1
6.45161e-30 1
8.29493e-30 1
1.42857e-29 1
1.47465e-29 1
1.75115e-29 1
1.75115e-29 1
2.07373e-29 1
2.07373e-29 1
2.1659e-29 1
2.25806e-29 1
2.25806e-29 1
2.48848e-29 1
2.62673e-29 1
2.67281e-29 1
2.99539e-29 1
2.99539e-29 1
4.23963e-29 1
4.3318e-29 1
4.3318e-29 1
5.52995e-29 1
6.91244e-29 1
7.37327e-29 1
8.29493e-29 1
8.29493e-29 1
8.75576e-29 1
8.75576e-29 1
9.21659e-29 1
1.01382e-28 1
1.01382e-28 1
1.01382e-28 1
1.05991e-28 1
1.19816e-28 1
1.33641e-28 1
1.38249e-28 1
1.38249e-28 1
1.38249e-28 1
1.52074e-28 1
1.52074e-28 1
1.79724e-28 1
1.79724e-28 1
1.8894e-28 1
1.8894e-28 1
1.8894e-28 1
2.07373e-28 1
2.07373e-28 1
2.11982e-28 1
2.30415e-28 1
2.4424e-28 1
2.4424e-28 1
2.62673e-28 1
2.90323e-28 1
3.08756e-28 1
3.27189e-28 1
3.5023e-28 1
3.91705e-28 1
4.47005e-28 1
4.60829e-28 1
5.06912e-28 1
5.06912e-28 1
6.45161e-28 1
6.45161e-28 1
6.91244e-28 1
7.37327e-28 1
7.8341e-28 1
9.21659e-28 1
9.67742e-28 1
1.01382e-27 1
1.10599e-27 1
1.10599e-27 1
1.42857e-27 1
1.47465e-27 1
1.52074e-27 1
1.93548e-27 1
2.07373e-27 1
2.1659e-27 1
2.1659e-27 1
2.48848e-27 1
2.58065e-27 1
2.90323e-27 1
3.04147e-27 1
3.17972e-27 1
4.60829e-27 1
5.06912e-27 1
5.52995e-27 1
5.99078e-27 1
7.37327e-27 1
9.21659e-27 1
1.05991e-26 1
1.38249e-26 1
1.42857e-26 1
1.47465e-26 1
1.56682e-26 1
1.6129e-26 1
1.8894e-26 1
1.93548e-26 1
2.30415e-26 1
2.35023e-26 1
2.53456e-26 1
2.58065e-26 1
3.45622e-26 1
3.82488e-26 1
3.82488e-26 1
3.82488e-26 1
4.0553e-26 1
4.47005e-26 1
5.06912e-26 1
5.99078e-26 1
5.99078e-26 1
8.75576e-26 1
9.67742e-26 1
9.67742e-26 1
1.01382e-25 1
1.01382e-25 1
1.24424e-25 1
1.52074e-25 1
1.75115e-25 1
2.02765e-25 1
2.67281e-25 1
3.17972e-25 1
6.91244e-25 1
8.29493e-25 1
9.67742e-25 1
1.10599e-24 1
1.38249e-24 1
1.38249e-24 1
1.75115e-24 1
2.30415e-24 1
2.48848e-24 1
2.94931e-24 1
2.99539e-24 1
5.06912e-24 1
5.06912e-24 1
5.99078e-24 1
6.91244e-24 1
7.37327e-24 1
7.37327e-24 1
8.29493e-24 1
9.21659e-24 1
1.01382e-23 1
1.33641e-23 1
4.3318e-23 1
4.60829e-23 1
6.45161e-23 1
7.8341e-23 1
1.10599e-22 1
1.42857e-22 1
1.8894e-22 1
1.98157e-22 1
2.25806e-22 1
3.54839e-22 1
3.54839e-22 1
4.0553e-22 1
4.47005e-22 1
5.06912e-22 1
8.29493e-22 1
1.47465e-21 1
1.52074e-21 1
1.79724e-21 1
3.5023e-21 1
4.42396e-21 1
4.60829e-21 1
5.06912e-21 1
7.37327e-21 1
7.8341e-21 1
7.8341e-21 1
7.8341e-21 1
1.01382e-20 1
1.29032e-20 1
1.29032e-20 1
1.65899e-20 1
1.65899e-20 1
1.75115e-20 1
1.8894e-20 1
1.93548e-20 1
2.11982e-20 1
2.11982e-20 1
2.58065e-20 1
3.73272e-20 1
4.60829e-20 1
5.06912e-20 1
5.06912e-20 1
5.06912e-20 1
3.31797e-19 1
5.99078e-19 1
1.01382e-18 1
1.01382e-18 1
2.81106e-18 1
2.81106e-18 1
5.52995e-16 1
8.29493e-16 1
3.59447e-15 1
1.38249e-13 1
6.91244e-10 1
9.67742e-07 1
7.42628e-25 0
9.68645e-09 0
1.87271e-06 0
6.78051e-06 0
1.22695e-05 0
2.16331e-05 0
3.87458e-05 0
4.52034e-05 0
5.16611e-05 0
5.81187e-05 0
6.13475e-05 0
6.78051e-05 0
0.000116237 0
0.000122695 0
0.000132381 0
0.000145297 0
0.000158212 0
0.000161441 0
0.000177585 0
0.000180814 0
0.000184043 0
0.000196958 0
0.000209873 0
0.000213102 0
0.000222788 0
0.000226017 0
0.000238932 0
0.000255077 0
0.000258305 0
0.000271221 0
0.000271221 0
0.000271221 0
0.000277678 0
0.000277678 0
0.000284136 0
0.00030028 0
0.000303509 0
0.000309966 0
0.000316424 0
0.000316424 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.00035517 0
0.000387458 0
0.000387458 0
0.000419746 0
0.000419746 0
0.000419746 0
0.000419746 0
0.000452034 0
0.000452034 0
0.000452034 0
0.000452034 0
0.000484322 0
0.000516611 0
0.000516611 0
0.000516611 0
0.000516611 0
0.000516611 0
0.000516611 0
0.000516611 0
0.000548899 0
0.000548899 0
0.000548899 0
0.000548899 0
0.000548899 0
0.000581187 0
0.000581187 0
0.000581187 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000613475 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000645763 0
0.000678051 0
0.000678051 0
0.000678051 0
0.000678051 0
0.000678051 0
0.000678051 0
0.000678051 0
0.000678051 0
0.00071034 0
0.00071034 0
0.00071034 0
0.00071034 0
0.000742628 0
0.000742628 0
0.000742628 0
0.000742628 0
0.000742628 0
0.000742628 0
0.000742628 0
0.000742628 0
0.000774916 0
0.000774916 0
0.000774916 0
0.000774916 0
0.000774916 0
0.000807204 0
0.000807204 0
0.000807204 0
0.000839492 0
0.000839492 0
0.000839492 0
0.000839492 0
0.000839492 0
0.000839492 0
0.000839492 0
0.000839492 0
0.000839492 0
0.000839492 0
0.00087178 0
0.00087178 0
0.00087178 0
0.00087178 0
0.00087178 0
0.00087178 0
0.000904069 0
0.000904069 0
0.000904069 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000936357 0
0.000968645 0
0.000968645 0
0.000968645 0
0.000968645 0
0.000968645 0
0.00100093 0
0.00100093 0
0.00100093 0
0.00100093 0
0.00100093 0
0.00103322 0
0.00103322 0
0.00103322 0
0.00103322 0
0.00103322 0
0.00103322 0
0.00103322 0
0.00106551 0
0.00106551 0
0.00106551 0
0.00106551 0
0.00106551 0
0.00106551 0
0.00106551 0
0.0010978 0
0.0010978 0
0.0010978 0
0.00113009 0
0.00113009 0
0.00113009 0
0.00113009 0
0.00113009 0
0.00113009 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00116237 0
0.00119466 0
0.00119466 0
0.00119466 0
0.00122695 0
0.00122695 0
0.00122695 0
0.00122695 0
0.00122695 0
0.00122695 0
0.00125924 0
0.00125924 0
0.00125924 0
0.00125924 0
0.00129153 0
0.00129153 0
0.00129153 0
0.00132381 0
0.00132381 0
0.00132381 0
0.00132381 0
0.00132381 0
0.00132381 0
0.00132381 0
0.0013561 0
0.0013561 0
0.0013561 0
0.00138839 0
0.00138839 0
0.00138839 0
0.00142068 0
0.00142068 0
0.00142068 0
0.00142068 0
0.00142068 0
0.00142068 0
0.00145297 0
0.00145297 0
0.00145297 0
0.00145297 0
0.00145297 0
0.00145297 0
0.00145297 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00148526 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00151754 0
0.00154983 0
0.00154983 0
0.00154983 0
0.00154983 0
0.00154983 0
0.00154983 0
0.00154983 0
0.00158212 0
0.00158212 0
0.00158212 0
0.00158212 0
0.00158212 0
0.00158212 0
0.00158212 0
0.00158212 0
0.00158212 0
0.00158212 0
